POS|TG|POL:N0|POL:N1
inqualificado|Adj|HUM:N0|-1|NaN
inqualificável|Adj|HUM:N0|-1|NaN
inquebrantável|Adj|HUM:N0|-1|NaN
inquestionável|Adj|HUM:N0|1|NaN
inquietação|N|HUM:N0|-1|NaN
inquietante|Adj|HUM:N0|-1|NaN
inquieto|Adj|HUM:N0|-1|NaN
insaciado|Adj|HUM:N0|-1|NaN
insaciável|Adj|HUM:N0|0|NaN
insanidade|N|HUM:N0|-1|NaN
insano|Adj|HUM:N0|-1|NaN
insatisfatório|Adj|HUM:N0|-1|NaN
insatisfeito|Adj|HUM:N0|-1|NaN
insegurança|N|HUM:N0|-1|NaN
inseguro|Adj|HUM:N0|-1|NaN
insensatez|N|HUM:N0|-1|NaN
insensato|Adj|HUM:N0|-1|NaN
insensibilidade|N|HUM:N0|-1|NaN
insensível|Adj|HUM:N0|-1|NaN
inseparável|Adj|HUM:N0|0|NaN
insidioso|Adj|HUM:N0|-1|NaN
insigne|Adj|HUM:N0|1|NaN
insignificante|Adj|HUM:N0|-1|NaN
insinceridade|N|HUM:N0|-1|NaN
insincero|Adj|HUM:N0|-1|NaN
insinuação|N|HUM:N0|-1|NaN
insinuador|Adj|HUM:N0|-1|NaN
insinuante|Adj|HUM:N0|0|NaN
insinuativo|Adj|HUM:N0|-1|NaN
insinuoso|Adj|HUM:N0|-1|NaN
insipidez|N|HUM:N0|-1|NaN
insípido|Adj|HUM:N0|-1|NaN
insipiência|N|HUM:N0|-1|NaN
insipiente|Adj|HUM:N0|-1|NaN
insistente|Adj|HUM:N0|0|NaN
insociabilidade|N|HUM:N0|-1|NaN
insociável|Adj|HUM:N0|-1|NaN
insofrido|Adj|HUM:N0|-1|NaN
insolência|N|HUM:N0|-1|NaN
insolente|Adj|HUM:N0|-1|NaN
insólito|Adj|HUM:N0|-1|NaN
insondável|Adj|HUM:N0|-1|NaN
insonso|Adj|HUM:N0|-1|NaN
insosso|Adj|HUM:N0|-1|NaN
inspiração|N|HUM:N0|1|NaN
inspirado|Adj|HUM:N0|1|NaN
inspirador|Adj|HUM:N0|1|NaN
inspirar confiança|IDIOM|HUM:N0|1|NaN
instabilidade|N|HUM:N0|-1|NaN
instável|Adj|HUM:N0|-1|NaN
instigado|Adj|HUM:N0|-1|NaN
instintivo|Adj|HUM:N0|0|NaN
instruído|Adj|HUM:N0|1|NaN
instrutivo|Adj|HUM:N0|1|NaN
insubmisso|Adj|HUM:N0|-1|NaN
insubordinação|N|HUM:N0|-1|NaN
insubordinado|Adj|HUM:N0|-1|NaN
insubornável|Adj|HUM:N0|1|NaN
insubstituível|Adj|HUM:N0|1|NaN
insuficiente|Adj|HUM:N0|-1|NaN
insulsez|N|HUM:N0|-1|NaN
insulso|Adj|HUM:N0|-1|NaN
insultado|Adj|HUM:N0|-1|NaN
insultar|V|HUM:N0:N1|-1|-1
insulto|N|HUM:N0|-1|NaN
insultuoso|Adj|HUM:N0|-1|NaN
insuperável|Adj|HUM:N0|1|NaN
insuportável|Adj|HUM:N0|-1|NaN
insurgente|Adj|HUM:N0|-1|NaN
insurrecto|Adj|HUM:N0|-1|NaN
insurreto|Adj|HUM:N0|-1|NaN
insusceptível|Adj|HUM:N0|-1|NaN
insuscetível|Adj|HUM:N0|-1|NaN
insuspeito|Adj|HUM:N0|1|NaN
intacto|Adj|HUM:N0|0|NaN
integridade|N|HUM:N0|1|NaN
integrista|Adj|HUM:N0|-1|NaN
íntegro|Adj|HUM:N0|1|NaN
intelectual|Adj|HUM:N0|0|NaN
intelectualista|Adj|HUM:N0|0|NaN
intelectualóide|Adj|HUM:N0|-1|NaN
inteligência|N|HUM:N0|1|NaN
inteligente|Adj|HUM:N0|1|NaN
intemerato|Adj|HUM:N0|1|NaN
intemperado|Adj|HUM:N0|-1|NaN
intemperamento|N|HUM:N0|-1|NaN
intempestividade|N|HUM:N0|-1|NaN
intempestivo|Adj|HUM:N0|-1|NaN
intenso|Adj|HUM:N0|0|NaN
interceptado|Adj|HUM:N0|-1|NaN
intercessor|Adj|HUM:N0|0|NaN
intercetado|Adj|HUM:N0|-1|NaN
interdito|Adj|HUM:N0|-1|NaN
interessante|Adj|HUM:N0|1|NaN
interesseiro|Adj|HUM:N0|-1|NaN
internado|Adj|HUM:N0|-1|NaN
interpretativo|Adj|HUM:N0|0|NaN
interrogador|Adj|HUM:N0|0|NaN
interrogatório|Adj|HUM:N0|-1|NaN
intervencionista|Adj|HUM:N0|0|NaN
interveniente|Adj|HUM:N0|0|NaN
interventor|Adj|HUM:N0|0|NaN
intimidação|N|HUM:N0|-1|NaN
intimidado|Adj|HUM:N0|-1|NaN
intimidador|Adj|HUM:N0|-1|NaN
intimidante|Adj|HUM:N0|-1|NaN
intimidar|V|HUM:N0:N1|1|-1
intimidativo|Adj|HUM:N0|-1|NaN
intimidatório|Adj|HUM:N0|-1|NaN
intimorato|Adj|HUM:N0|1|NaN
intocado|Adj|HUM:N0|0|NaN
intocável|Adj|HUM:N0|0|NaN
intolerância|N|HUM:N0|-1|NaN
intolerante|Adj|HUM:N0|-1|NaN
intolerável|Adj|HUM:N0|-1|NaN
intragável|Adj|HUM:N0|-1|NaN
intranquilidade|N|HUM:N0|-1|NaN
intranquilo|Adj|HUM:N0|-1|NaN
intransigência|N|HUM:N0|-1|NaN
intransigente|Adj|HUM:N0|-1|NaN
intratabilidade|N|HUM:N0|-1|NaN
intratável|Adj|HUM:N0|-1|NaN
intrépido e sereno|Adj|HUM:N0|8|NaN
intrépido|Adj|HUM:N0|7|NaN
intriga|N|HUM:N0|-1|NaN
intrigante|Adj|HUM:N0|-1|NaN
intriguista|Adj|HUM:N0|-1|NaN
intrincado|Adj|HUM:N0|-1|NaN
intrometer-se|V|HUM:N0:N1|-1|0
intrometido|Adj|HUM:N0|-1|NaN
introspectivo|Adj|HUM:N0|0|NaN
introspetivo|Adj|HUM:N0|0|NaN
introvertido|Adj|HUM:N0|-1|NaN
intruso|Adj|HUM:N0|-1|NaN
intuitivo|Adj|HUM:N0|0|NaN
inumanidade|N|HUM:N0|-1|NaN
inumano|Adj|HUM:N0|-1|NaN
inusitado|Adj|HUM:N0|0|NaN
inusual|Adj|HUM:N0|0|NaN
inútil|Adj|HUM:N0|-1|NaN
inutilidade|N|HUM:N0|-1|NaN
invadir a privacidade de|IDIOM|HUM:N0:N1|-1|0
invadir|V|HUM:N0:N1|-1|0
inválido|Adj|HUM:N0|-1|NaN
invariável|Adj|HUM:N0|0|NaN
invasivo|Adj|HUM:N0|-1|NaN
invasor|Adj|HUM:N0|-1|NaN
invectivo|Adj|HUM:N0|-1|NaN
inveja|N|HUM:N0|-1|NaN
invejado|Adj|HUM:N0|0|NaN
invejar|V|HUM:N0:N1|-1|0
invejoso|Adj|HUM:N0|-1|NaN
invencível|Adj|HUM:N0|1|NaN
inventivo|Adj|HUM:N0|1|NaN
inventor|Adj|HUM:N0|1|NaN
invertido|Adj|HUM:N0|-1|NaN
investigado|Adj|HUM:N0|0|NaN
invetivo|Adj|HUM:N0|-1|NaN
inviável|Adj|HUM:N0|-1|NaN
inviesado|Adj|HUM:N0|-1|NaN
inviolável|Adj|HUM:N0|0|NaN
invisível|Adj|HUM:N0|-1|NaN
invulgar|Adj|HUM:N0|0|NaN
invulnerável|Adj|HUM:N0|1|NaN
ir à luta|IDIOM|HUM:N0|1|NaN
ir ao chão|IDIOM|HUM:N0|-1|NaN
ir ao tapete|IDIOM|HUM:N0|-1|NaN
ir aos arames|IDIOM|HUM:N0|-1|NaN
ir às nuvens|IDIOM|HUM:N0|1|NaN
ir às paredes|IDIOM|HUM:N0|-1|NaN
ir dentro|IDIOM|HUM:N0|-1|NaN
ir desta para melhor|IDIOM|HUM:N0|-1|NaN
ir para o outro mundo|IDIOM|HUM:N0|-1|NaN
ir pelo caminho errado|IDIOM|HUM:N0|-1|NaN
ir pelos ares|IDIOM|HUM:N0|-1|NaN
ir-se abaixo|IDIOM|HUM:N0|-1|NaN
ir-se ao ar|IDIOM|HUM:N0|-1|NaN
ir-se aos ares|IDIOM|HUM:N0|-1|NaN
iracúndia|N|HUM:N0|-1|NaN
iracundo|Adj|HUM:N0|-1|NaN
irado|Adj|HUM:N0|-1|NaN
irascibilidade|N|HUM:N0|-1|NaN
irascível|Adj|HUM:N0|-1|NaN
irônico|Adj|HUM:N0|-1|NaN
irónico|Adj|HUM:N0|-1|NaN
irracional|Adj|HUM:N0|-1|NaN
irracionalidade|N|HUM:N0|-1|NaN
irrealismo|N|HUM:N0|-1|NaN
irrealista|Adj|HUM:N0|-1|NaN
irreconhecível|Adj|HUM:N0|0|NaN
irrefreável|Adj|HUM:N0|0|NaN
irrefutável|Adj|HUM:N0|1|NaN
irregular|Adj|HUM:N0|-1|NaN
irregularidade|N|HUM:N0|-1|NaN
irrelevante|Adj|HUM:N0|-1|NaN
irreligioso|Adj|HUM:N0|-1|NaN
irrepreensível|Adj|HUM:N0|1|NaN
irreprimível|Adj|HUM:N0|1|NaN
irrequieto|Adj|HUM:N0|-1|NaN
irresistível|Adj|HUM:N0|1|NaN
irresoluto|Adj|HUM:N0|-1|NaN
irrespeito|N|HUM:N0|-1|NaN
irrespeitoso|Adj|HUM:N0|-1|NaN
irresponsabilidade|N|HUM:N0|-1|NaN
irresponsável|Adj|HUM:N0|-1|NaN
irreverência|N|HUM:N0|-1|NaN
irreverencioso|Adj|HUM:N0|-1|NaN
irreverente|Adj|HUM:N0|-1|NaN
irridente|Adj|HUM:N0|-1|NaN
irrisório|Adj|HUM:N0|-1|NaN
irritabilidade|N|HUM:N0|-1|NaN
irritação|N|HUM:N0|-1|NaN
irritadiço|Adj|HUM:N0|-1|NaN
irritado|Adj|HUM:N0|-1|NaN
irritante|Adj|HUM:N0|-1|NaN
irritar-se|V|HUM:N0|-1|NaN
irritar|V|HUM:N0:N1|0|-1
irritativo|Adj|HUM:N0|-1|NaN
irritável|Adj|HUM:N0|-1|NaN
isento|Adj|HUM:N0|1|NaN
isolamento|N|HUM:N0|-1|NaN
jacobino|Adj|HUM:N0|0|NaN
jactância|N|HUM:N0|-1|NaN
jactante|Adj|HUM:N0|-1|NaN
jalofo|Adj|HUM:N0|-1|NaN
janota|Adj|HUM:N0|0|NaN
javardice|N|HUM:N0|-1|NaN
javardo|Adj|HUM:N0|-1|NaN
jeitoso|Adj|HUM:N0|1|NaN
jeremias|Adj|HUM:N0|-1|NaN
jocosidade|N|HUM:N0|-1|NaN
jocoso|Adj|HUM:N0|0|NaN
jogar ao faz de conta|IDIOM|HUM:N0|-1|NaN
jovem|Adj|HUM:N0|0|NaN
jovial|Adj|HUM:N0|1|NaN
jovialidade|N|HUM:N0|1|NaN
jubilado|Adj|HUM:N0|1|NaN
jubiloso|Adj|HUM:N0|1|NaN
judicativo|Adj|HUM:N0|-1|NaN
judicioso|Adj|HUM:N0|0|NaN
juízo|N|HUM:N0|1|NaN
juntar o útil ao agradável|IDIOM|HUM:N0|1|NaN
jururu|Adj|HUM:N0|-1|NaN
justiça|N|HUM:N0|1|NaN
justiceiro|Adj|HUM:N0|1|NaN
justificativo|Adj|HUM:N0|0|NaN
justificável|Adj|HUM:N0|1|NaN
justo|Adj|HUM:N0|1|NaN
kafkiano|Adj|HUM:N0|-1|NaN
lábia|N|HUM:N0|-1|NaN
laborioso|Adj|HUM:N0|0|NaN
labrego|Adj|HUM:N0|-1|NaN
labreguice|N|HUM:N0|-1|NaN
labroste|Adj|HUM:N0|-1|NaN
labutador|Adj|HUM:N0|1|NaN
lacónico|Adj|HUM:N0|-1|NaN
lacónio|Adj|HUM:N0|-1|NaN
lacrimoso|Adj|HUM:N0|-1|NaN
ladino|Adj|HUM:N0|-1|NaN
ladro|Adj|HUM:N0|-1|NaN
ladroagem|N|HUM:N0|-1|NaN
laical|Adj|HUM:N0|-1|NaN
laico|Adj|HUM:N0|-1|NaN
lambão|Adj|HUM:N0|-1|NaN
lambareiro|Adj|HUM:N0|-1|NaN
lambeiro|Adj|HUM:N0|-1|NaN
lamber as botas a|IDIOM|HUM:N0:N1|-1|0
lambuzado|Adj|HUM:N0|-1|NaN
lamecha|Adj|HUM:N0|-1|NaN
lamechar|V|HUM:N0|-1|NaN
lamechice|N|HUM:N0|-1|NaN
lamentação|N|HUM:N0|-1|NaN
lamentar-se|V|HUM:N0:N1|-1|0
lamentável|Adj|HUM:N0|-1|NaN
lamentoso|Adj|HUM:N0|-1|NaN
lampeiro|Adj|HUM:N0|-1|NaN
lamúria|N|HUM:N0|-1|NaN
lamuriante|Adj|HUM:N0|-1|NaN
lamuriar-se|V|HUM:N0:N1|-1|0
lamuriento|Adj|HUM:N0|-1|NaN
lamurioso|Adj|HUM:N0|-1|NaN
lancinante|Adj|HUM:N0|-1|NaN
langoroso|Adj|HUM:N0|-1|NaN
languescente|Adj|HUM:N0|-1|NaN
lânguido|Adj|HUM:N0|-1|NaN
laparoto|Adj|HUM:N0|-1|NaN
lapidado|Adj|HUM:N0|0|NaN
lapuz|Adj|HUM:N0|-1|NaN
lascivo|Adj|HUM:N0|0|NaN
lástima|N|HUM:N0|-1|NaN
lastimar-se|V|HUM:N0:N1|-1|0
lastimável|Adj|HUM:N0|-1|NaN
lastimoso|Adj|HUM:N0|-1|NaN
lata|N|HUM:N0|-1|NaN
latente|Adj|HUM:N0|-1|NaN
laudativo|Adj|HUM:N0|1|NaN
laudatório|Adj|HUM:N0|1|NaN
laurear a pevide|IDIOM|HUM:N0|-1|NaN
lavadiço|Adj|HUM:N0|0|NaN
lavado|Adj|HUM:N0|1|NaN
lavar roupa suja|IDIOM|HUM:N0|-1|NaN
laxista|Adj|HUM:N0|-1|NaN
lazarento|Adj|HUM:N0|-1|NaN
lãzudo|Adj|HUM:N0|-1|NaN
leal|Adj|HUM:N0|1|NaN
lealdade|N|HUM:N0|1|NaN
ledo|Adj|HUM:N0|1|NaN
legal|Adj|HUM:N0|1|NaN
legítimo|Adj|HUM:N0|1|NaN
leigo|Adj|HUM:N0|-1|NaN
lelo|Adj|HUM:N0|-1|NaN
lendário|Adj|HUM:N0|1|NaN
lenitivo|Adj|HUM:N0|1|NaN
lentidão|N|HUM:N0|-1|NaN
lento|Adj|HUM:N0|-1|NaN
lépido|Adj|HUM:N0|0|NaN
leproso|Adj|HUM:N0|-1|NaN
lerdice|N|HUM:N0|-1|NaN
lerdo|Adj|HUM:N0|-1|NaN
lesado|Adj|HUM:N0|-1|NaN
lesionado|Adj|HUM:N0|-1|NaN
lesivo|Adj|HUM:N0|-1|NaN
leso|Adj|HUM:N0|-1|NaN
lesto|Adj|HUM:N0|1|NaN
letal|Adj|HUM:N0|-1|NaN
letargia|N|HUM:N0|-1|NaN
letárgico|Adj|HUM:N0|-1|NaN
letrado|Adj|HUM:N0|1|NaN
levado da breca|Adj|HUM:N0|-1|NaN
levado das maleitas|Adj|HUM:N0|-1|NaN
levado do diabo|Adj|HUM:N0|-1|NaN
levantado|Adj|HUM:N0|-1|NaN
levantar a cabeça|IDIOM|HUM:N0|1|NaN
levar a melhor|IDIOM|HUM:N0|1|NaN
levar a sua avante|IDIOM|HUM:N0|1|NaN
levar com a porta na cara|IDIOM|HUM:N0|-1|NaN
levar com um balde de água fria|IDIOM|HUM:N0|-1|NaN
levar na corneta|IDIOM|HUM:N0|-1|NaN
levar nas orelhas de|IDIOM|HUM:N0:N1|-1|0
levar nas orelhas|IDIOM|HUM:N0|-1|NaN
levar porrada|IDIOM|HUM:N0|-1|NaN
levar um baile de|IDIOM|HUM:N0:N1|-1|1
levar um baile|IDIOM|HUM:N0|-1|NaN
levar um banho de água fria|IDIOM|HUM:N0|-1|NaN
levar um pontapé no cu|IDIOM|HUM:N0|-1|NaN
levar um tiro|IDIOM|HUM:N0|-1|NaN
levar uma abada|IDIOM|HUM:N0|-1|NaN
levar uma cabazada|IDIOM|HUM:N0|-1|NaN
levar uma coça|IDIOM|HUM:N0|-1|NaN
levar uma malha|IDIOM|HUM:N0|-1|NaN
levar uma surra|IDIOM|HUM:N0|-1|NaN
levar uma tareia|IDIOM|HUM:N0|-1|NaN
leve|Adj|HUM:N0|0|NaN
leviandade|N|HUM:N0|-1|NaN
leviano|Adj|HUM:N0|-1|NaN
lhano|Adj|HUM:N0|1|NaN
liberal|Adj|HUM:N0|0|NaN
liberalista|Adj|HUM:N0|0|NaN
liberdade|N|HUM:N0|1|NaN
libertado|Adj|HUM:N0|0|NaN
libertador|Adj|HUM:N0|1|NaN
libertar|V|HUM:N0:N1|1|0
libertário|Adj|HUM:N0|-1|NaN
libertinagem|N|HUM:N0|-1|NaN
libertino|Adj|HUM:N0|-1|NaN
liberto|Adj|HUM:N0|0|NaN
libidinoso|Adj|HUM:N0|-1|NaN
licencioso|Adj|HUM:N0|-1|NaN
lícito|Adj|HUM:N0|-1|NaN
lídimo|Adj|HUM:N0|1|NaN
ligar a cassete|IDIOM|HUM:N0|-1|NaN
ligeiro|Adj|HUM:N0|0|NaN
liliputiano|Adj|HUM:N0|-1|NaN
limitado|Adj|HUM:N0|-1|NaN
limpar o bom nome|IDIOM|HUM:N0|1|NaN
limpar o cebo a|IDIOM|HUM:N0:N1|0|-1
limpar o pó a|IDIOM|HUM:N0:N1|0|-1
limpar o sarampo a|IDIOM|HUM:N0:N1|-1|0
limpar o sebo a|IDIOM|HUM:N0:N1|-1|0
límpido|Adj|HUM:N0|1|NaN
limpo|Adj|HUM:N0|1|NaN
linchar|V|HUM:N0:N1|0|-1
lindo|Adj|HUM:N0|1|NaN
linear|Adj|HUM:N0|0|NaN
linfatismo|N|HUM:N0|-1|NaN
lingrinhas|Adj|HUM:N0|-1|NaN
linguareiro|Adj|HUM:N0|-1|NaN
linguarudo|Adj|HUM:N0|-1|NaN
liró|Adj|HUM:N0|0|NaN
liso|Adj|HUM:N0|0|NaN
lisonjeador|Adj|HUM:N0|1|NaN
lisonjear|V|HUM:N0:N1|0|1
lisonjeiro|Adj|HUM:N0|1|NaN
lítico|Adj|HUM:N0|1|NaN
lívido|Adj|HUM:N0|-1|NaN
livrar-se|V|HUM:N0:N1|0|-1
livre|Adj|HUM:N0|1|NaN
lixado|Adj|HUM:N0|-1|NaN
lixar-se|V|HUM:N0|-1|NaN
lixar|V|HUM:N0:N1|-1|-1
lógico|Adj|HUM:N0|1|NaN
logrativo|Adj|HUM:N0|-1|NaN
longânime|Adj|HUM:N0|1|NaN
longânimo|Adj|HUM:N0|1|NaN
loquaz|Adj|HUM:N0|0|NaN
lorpa|Adj|HUM:N0|-1|NaN
louco|Adj|HUM:N0|-1|NaN
loucura|N|HUM:N0|-1|NaN
louvaminheiro|Adj|HUM:N0|-1|NaN
louvável|Adj|HUM:N0|1|NaN
lúbrico|Adj|HUM:N0|0|NaN
lucidez|N|HUM:N0|1|NaN
lúcido|Adj|HUM:N0|1|NaN
ludibriado|Adj|HUM:N0|-1|NaN
ludibriante|Adj|HUM:N0|-1|NaN
ludibriar|V|HUM:N0:N1|-1|0
ludibrioso|Adj|HUM:N0|-1|NaN
lugar-comum|N|HUM:N0|-1|NaN
lúgubre|Adj|HUM:N0|-1|NaN
luminosidade|N|HUM:N0|1|NaN
luminoso|Adj|HUM:N0|1|NaN
lunático|Adj|HUM:N0|-1|NaN
lusco|Adj|HUM:N0|-1|NaN
lusófobo|Adj|HUM:N0|-1|NaN
lustrado|Adj|HUM:N0|1|NaN
lustroso|Adj|HUM:N0|0|NaN
lutador|Adj|HUM:N0|1|NaN
lutar|V|HUM:N0:N1|1|0
luto|N|HUM:N0|-1|NaN
lutuoso|Adj|HUM:N0|-1|NaN
luxuoso|Adj|HUM:N0|1|NaN
luxúria|N|HUM:N0|-1|NaN
luxuriante|Adj|HUM:N0|0|NaN
luxurioso|Adj|HUM:N0|0|NaN
luzido|Adj|HUM:N0|0|NaN
má apresentação|N|HUM:N0|-1|NaN
má cara|N|HUM:N0|-1|NaN
má disposição|N|HUM:N0|-1|NaN
má educação|N|HUM:N0|-1|NaN
má fama|N|HUM:N0|-1|NaN
má formação|N|HUM:N0|-1|NaN
má fortuna|N|HUM:N0|-1|NaN
má-fé|N|HUM:N0|-1|NaN
má-governação|N|HUM:N0|-1|NaN
má-prestação|N|HUM:N0|-1|NaN
macabro|Adj|HUM:N0|-1|NaN
macaco|Adj|HUM:N0|-1|NaN
maçado|Adj|HUM:N0|-1|NaN
maçador|Adj|HUM:N0|-1|NaN
macambuzice|N|HUM:N0|-1|NaN
macambúzio|Adj|HUM:N0|-1|NaN
macanjo|Adj|HUM:N0|-1|NaN
macareno|Adj|HUM:N0|-1|NaN
macavenco|Adj|HUM:N0|-1|NaN
machismo|N|HUM:N0|-1|NaN
machista|Adj|HUM:N0|-1|NaN
machucado|Adj|HUM:N0|-1|NaN
macilento|Adj|HUM:N0|-1|NaN
macio|Adj|HUM:N0|0|NaN
maçudo|Adj|HUM:N0|-1|NaN
maculado|Adj|HUM:N0|-1|NaN
madraço|Adj|HUM:N0|-1|NaN
madrugador|Adj|HUM:N0|0|NaN
maduro|Adj|HUM:N0|1|NaN
mafeitoria|N|HUM:N0|-1|NaN
máfia|N|HUM:N0|-1|NaN
mafioso|Adj|HUM:N0|-1|NaN
magalomania|N|HUM:N0|-1|NaN
magano|Adj|HUM:N0|-1|NaN
magistral|Adj|HUM:N0|1|NaN
magnanimidade|N|HUM:N0|1|NaN
magnânimo|Adj|HUM:N0|1|NaN
magnificência|N|HUM:N0|1|NaN
magnificente|Adj|HUM:N0|1|NaN
magnificidade|N|HUM:N0|1|NaN
magnífico|Adj|HUM:N0|1|NaN
mago|Adj|HUM:N0|1|NaN
magoar|V|HUM:N0:N1|-1|0
magrelo|Adj|HUM:N0|-1|NaN
magricela|Adj|HUM:N0|-1|NaN
maior e vacinado|Adj|HUM:N0|0|NaN
majestático|Adj|HUM:N0|1|NaN
majestoso|Adj|HUM:N0|1|NaN
mal-afamado|Adj|HUM:N0|-1|NaN
mal-afeiçoado|Adj|HUM:N0|-1|NaN
mal-afortunado|Adj|HUM:N0|-1|NaN
mal-agradecido|Adj|HUM:N0|-1|NaN
mal-amado|Adj|HUM:N0|-1|NaN
mal-cheiroso|Adj|HUM:N0|-1|NaN
mal-comportado|Adj|HUM:N0|-1|NaN
mal-educado|Adj|HUM:N0|-1|NaN
mal-encarado|Adj|HUM:N0|-1|NaN
mal-feito|Adj|HUM:N0|-1|NaN
mal-humorado|Adj|HUM:N0|-1|NaN
mal-intencionado|Adj|HUM:N0|-1|NaN
mal-pago|Adj|HUM:N0|-1|NaN
mal-vestido|Adj|HUM:N0|-1|NaN
malabarismo|N|HUM:N0|-1|NaN
malabarista|Adj|HUM:N0|-1|NaN
malandreco|Adj|HUM:N0|-1|NaN
malandro|Adj|HUM:N0|-1|NaN
malcheiroso|Adj|HUM:N0|-1|NaN
malcriado|Adj|HUM:N0|-1|NaN
maldade|N|HUM:N0|-1|NaN
maldição|N|HUM:N0|-1|NaN
maldisposto|Adj|HUM:N0|-1|NaN
maldito|Adj|HUM:N0|-1|NaN
maldizente|Adj|HUM:N0|-1|NaN
maldoso|Adj|HUM:N0|-1|NaN
maleável|Adj|HUM:N0|1|NaN
maledicência|N|HUM:N0|-1|NaN
maledicente|Adj|HUM:N0|-1|NaN
maleducado|Adj|HUM:N0|-1|NaN
maléfico|Adj|HUM:N0|-1|NaN
malencarado|Adj|HUM:N0|-1|NaN
malevolência|N|HUM:N0|-1|NaN
malevolente|Adj|HUM:N0|-1|NaN
malévolo|Adj|HUM:N0|-1|NaN
malfadado|Adj|HUM:N0|-1|NaN
malfazejo|Adj|HUM:N0|-1|NaN
malfeito|Adj|HUM:N0|-1|NaN
malfeitor|Adj|HUM:N0|-1|NaN
malfeitoria|N|HUM:N0|-1|NaN
malformação|N|HUM:N0|-1|NaN
malformado|Adj|HUM:N0|-1|NaN
malhado|Adj|HUM:N0|-1|NaN
malhar|V|HUM:N0:N1|1|-1
malícia|N|HUM:N0|-1|NaN
malicioso|Adj|HUM:N0|-1|NaN
maligno|Adj|HUM:N0|-1|NaN
malnutrição|N|HUM:N0|-1|NaN
malogrado|Adj|HUM:N0|-1|NaN
malquisto|Adj|HUM:N0|-1|NaN
malsão|Adj|HUM:N0|-1|NaN
malsucedido|Adj|HUM:N0|-1|NaN
maltrapilho|Adj|HUM:N0|-1|NaN
maltratado|Adj|HUM:N0|-1|NaN
maltratar|V|HUM:N0:N1|-1|0
maluco|Adj|HUM:N0|-1|NaN
maluquice|N|HUM:N0|-1|NaN
malvadez|N|HUM:N0|-1|NaN
malvado|Adj|HUM:N0|-1|NaN
malvisto|Adj|HUM:N0|-1|NaN
mamalhudo|Adj|HUM:N0|-1|NaN
mamar nas tetas de|IDIOM|HUM:N0:N1|-1|0
mamudo|Adj|HUM:N0|-1|NaN
mancebo|Adj|HUM:N0|0|NaN
manchado|Adj|HUM:N0|-1|NaN
manchar a imagem de|IDIOM|HUM:N0:N1|-1|0
manco|Adj|HUM:N0|-1|NaN
mancomunado|Adj|HUM:N0|-1|NaN
mandão|Adj|HUM:N0|-1|NaN
mandar bocas a|IDIOM|HUM:N0:N1|0|-1
mandar bocas|IDIOM|HUM:N0|-1|NaN
mandar calar|IDIOM|HUM:N0|-1|NaN
mandrião|Adj|HUM:N0|-1|NaN
maneirista|Adj|HUM:N0|-1|NaN
maneiro|Adj|HUM:N0|1|NaN
maneta|Adj|HUM:N0|-1|NaN
manha|N|HUM:N0|-1|NaN
manhoso|Adj|HUM:N0|-1|NaN
mania|N|HUM:N0|-1|NaN
maníaco-depressivo|Adj|HUM:N0|-1|NaN
maníaco|Adj|HUM:N0|-1|NaN
manietado|Adj|HUM:N0|-1|NaN
manipulação|N|HUM:N0|-1|NaN
manipulado|Adj|HUM:N0|-1|NaN
manipulador|Adj|HUM:N0|-1|NaN
manipular|V|HUM:N0:N1|-1|-1
manipulável|Adj|HUM:N0|-1|NaN
manobrado|Adj|HUM:N0|-1|NaN
manobrar|V|HUM:N0:N1|-1|-1
manso|Adj|HUM:N0|0|NaN
manteigueiro|Adj|HUM:N0|-1|NaN
maquiavélico|Adj|HUM:N0|-1|NaN
maquiavelismo|N|HUM:N0|-1|NaN
maquiavelista|Adj|HUM:N0|-1|NaN
maquinado|Adj|HUM:N0|-1|NaN
maquinal|Adj|HUM:N0|0|NaN
marau|Adj|HUM:N0|-1|NaN
maravilha|N|HUM:N0|1|NaN
maravilhoso|Adj|HUM:N0|1|NaN
marcar pontos|IDIOM|HUM:N0|1|NaN
marginal|Adj|HUM:N0|-1|NaN
marginalidade|N|HUM:N0|-1|NaN
marginalizado|Adj|HUM:N0|-1|NaN
marginalizar|V|HUM:N0:N1|-1|0
marialva|Adj|HUM:N0|-1|NaN
maricão|Adj|HUM:N0|-1|NaN
maricas|Adj|HUM:N0|-1|NaN
mariola|Adj|HUM:N0|-1|NaN
marioneta|Adj|HUM:N0|-1|NaN
mariquice|N|HUM:N0|-1|NaN
mariquinhas|Adj|HUM:N0|-1|NaN
marmanjo|Adj|HUM:N0|-1|NaN
maroto|Adj|HUM:N0|-1|NaN
marralheiro|Adj|HUM:N0|-1|NaN
marrano|Adj|HUM:N0|-1|NaN
marrão|Adj|HUM:N0|-1|NaN
marreco|Adj|HUM:N0|-1|NaN
martirizar|V|HUM:N0:N1|1|-1
más intenções|N|HUM:N0|-1|NaN
mascarado|Adj|HUM:N0|-1|NaN
másculo|Adj|HUM:N0|1|NaN
masochista|Adj|HUM:N0|-1|NaN
masoquismo|N|HUM:N0|-1|NaN
masoquista|Adj|HUM:N0|-1|NaN
massacrar|V|HUM:N0:N1|1|-1
massacre|N|HUM:N0|-1|NaN
massudo|Adj|HUM:N0|-1|NaN
mastodôntico|Adj|HUM:N0|0|NaN
matador|Adj|HUM:N0|-1|NaN
